src,tar
rebuffer3/A,rebuffer3
rebuffer3,rebuffer3/Z
rebuffer4/A,rebuffer4
rebuffer4,rebuffer4/Z
rebuffer5/A,rebuffer5
rebuffer5,rebuffer5/Z
rebuffer6/A,rebuffer6
rebuffer6,rebuffer6/Z
rebuffer7/A,rebuffer7
rebuffer7,rebuffer7/Z
rebuffer8/A,rebuffer8
rebuffer8,rebuffer8/Z
rebuffer9/A,rebuffer9
rebuffer9,rebuffer9/Z
split30/A,split30
split30,split30/Z
